book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating
936,141651693X,9781416516930,"Stephen King, Bernie Wrightson",2003,Wolves of the Calla,"Wolves of the Calla (The Dark Tower, #5)",4.17
937,440238609,9780440238610,Philip Pullman,2000,His Dark Materials,His Dark Materials (His Dark Materials #1-3),4.25
938,1480095532,9781480095530,J.A. Redmerski,2012,The Edge of Never,"The Edge of Never (The Edge of Never, #1)",4.26
939,006222543X,9780062225440,Kimberly McCreight,2013,Reconstructing Amelia,Reconstructing Amelia,3.82
940,525426582,9780525426580,Jojo Moyes,2014,The One Plus One,One Plus One,3.94
941,312305060,9780312305060,Michael Cunningham,1998,The Hours,The Hours,3.91
942,1623420024,9781623420020,Alice Clayton,2012,Wallbanger,"Wallbanger (Cocktail, #1)",4.1
943,316191299,9780316191300,David Sedaris,1997,Holidays on Ice,Holidays on Ice,3.95
944,451188462,9780451188460,Stephen King,1996,Desperation,Desperation,3.8
945,385739168,9780385739160,Lauren Kate,2011,Passion,"Passion (Fallen, #3)",3.89
946,385742886,9780385742890,James Dashner,2012,The Kill Order,"The Kill Order (Maze Runner, #0.5)",3.69
947,144477851X,9781444778520,Susan Ee,2011,Angelfall,"Angelfall (Penryn & the End of Days, #1)",4.19
948,375726403,9780375726410,Richard Russo,2001,Empire Falls,Empire Falls,3.91
949,1857232097,9781857232100,Robert Jordan,1993,The Fires of Heaven,"The Fires of Heaven (Wheel of Time, #5)",4.13
950,803734964,9780803734970,Jandy Nelson,2014,I'll Give You the Sun,I'll Give You the Sun,4.14
951,009928264X,9780099282650,Chuck Palahniuk,1999,Survivor,Survivor,3.93
952,385338708,9780385338710,Sophie Kinsella,2007,Shopaholic and Baby,"Shopaholic & Baby (Shopaholic, #5)",3.77
953,1416524525,9781416524530,Stephen King,2004,The Dark Tower,"The Dark Tower (The Dark Tower, #7)",4.27
954,316070521,9780316070520,Catherine Hardwicke,2009,Twilight Director's Notebook,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,4.2
955,440241812,9780440241810,Sophie Kinsella,2001,Shopaholic Abroad,"Shopaholic Takes Manhattan (Shopaholic, #2)",3.75
956,393316041,9780393316050,Richard Feynman,1984,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character","Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",4.29
957,545123283,9780545123280,Maggie Stiefvater,2010,Linger,"Linger (The Wolves of Mercy Falls, #2)",3.91
958,553609416,76783609419,L.M. Montgomery,1908,The Complete Anne of Green Gables Boxed Set,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",4.42
959,142437344,9780142437350,"James Joyce, Seamus Deane",1916,A Portrait of the Artist as a Young Man,A Portrait of the Artist as a Young Man,3.6
960,765302306,9780765302300,"Robert Jordan, Brandon Sanderson",2009,The Gathering Storm,"The Gathering Storm (Wheel of Time, #12)",4.34
961,451529170,9780451529180,"George Eliot, Michel Faber",1871,Middlemarch,Middlemarch,3.93
963,385339100,9780385339100,John Grisham,1997,The Partner,The Partner,3.89
964,345538374,9780345538380,J.R.R. Tolkien,1973,The Hobbit and The Lord of the Rings,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4.59
965,146109111X,9781461091110,S.C. Stephens,2009,Thoughtless,"Thoughtless (Thoughtless, #1)",4.12
966,446350982,9780446350980,Scott Turow,1986,Presumed Innocent,Presumed Innocent,4.1
967,045052468X,9780450524680,Stephen King,1989,The Dark Half,The Dark Half,3.74
968,316001929,9780316001920,Stacy Schiff,2006,Cleopatra: A Life,Cleopatra: A Life,3.62
969,374292795,9780374292800,Thomas L. Friedman,2005,The World Is Flat: A Brief History of the Twenty-first Century,The World Is Flat: A Brief History of the Twenty-first Century,3.66
970,385743564,9780385743560,Brandon Sanderson,2013,Steelheart,"Steelheart (The Reckoners, #1)",4.16
972,553213970,9780553213970,Jules Verne,1864,Voyage au centre de la Terre,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",3.84
973,61583251,9780061583250,Gretchen Rubin,2009,The Happiness Project,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",3.57
974,679740678,9780679740670,Philip K. Dick,1962,The Man in the High Castle,The Man in the High Castle,3.66
975,393322238,9780393322230,"Vincent Bugliosi, Curt Gentry",1974,Helter Skelter: The True Story of The Manson Murders,Helter Skelter: The True Story of the Manson Murders,4.0
977,812970063,9780812970070,"Dante Alighieri, Anthony M. Esolen",1320,Inferno,Inferno (The Divine Comedy #1),3.99
978,670023485,9780670023490,Deborah Harkness,2012,Shadow of Night,"Shadow of Night (All Souls Trilogy, #2)",4.04
979,345544927,9780345544930,Jodi Picoult,2014,Leaving Time,Leaving Time,3.94
980,441013813,9780441013810,Patricia Briggs,2006,Moon Called,"Moon Called (Mercy Thompson, #1)",4.18
981,786838922,9780786838930,Melissa de la Cruz,2006,Blue Bloods,"Blue Bloods (Blue Bloods, #1)",3.68
982,812976142,9780812976140,Caleb Carr,1994,The Alienist,"The Alienist (Dr. Laszlo Kreizler, #1)",4.05
983,812993543,9780812993550,Ta-Nehisi Coates,2015,Between the World and Me,Between the World and Me,4.4
984,140424393,9780140424390,"John Milton, John      Leonard",1667,Paradise Lost,Paradise Lost,3.8
985,393072231,9780393072240,Michael   Lewis,2009,The Big Short: Inside the Doomsday Machine,The Big Short: Inside the Doomsday Machine,4.26
986,1416524290,9781416524300,Stephen King,1999,The Girl Who Loved Tom Gordon,The Girl Who Loved Tom Gordon,3.56
987,1406311529,9781406311520,"Patrick Ness, Jim Kay, Siobhan Dowd",2011, A Monster Calls ,A Monster Calls,4.36
988,765325942,9780765325940,"Robert Jordan, Brandon Sanderson",2010,Towers of Midnight,"Towers of Midnight (Wheel of Time, #13)",4.42
989,553266306,9780553266310,Frederick Forsyth,1971,The Day of the Jackal,The Day of the Jackal,4.25
990,307463745,9780307463750,"Jason Fried, David Heinemeier Hansson",2010,Rework,Rework,3.93
991,525951989,9780525951990,Rainbow Rowell,2011,Attachments,Attachments,3.95
992,739352350,9780739352360,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005,The Twilight Saga,"The Twilight Saga (Twilight, #1-4)",3.88
993,679644199,9780679644190,Carol Rifka Brunt,2012,Tell the Wolves I'm Home,Tell the Wolves I'm Home,4.04
994,312965788,9780312965780,James Herriot,1972,All Creatures Great And Small,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",4.31
996,312966091,9780312966100,Janet Evanovich,1997,Three to Get Deadly,"Three to Get Deadly (Stephanie Plum, #3)",4.14
997,1576469239,9781576469230,Emmuska Orczy,1905,The Scarlet Pimpernel,The Scarlet Pimpernel,4.06
998,037582913X,9780375829130,"Jon Stone, Michael J. Smollin",1971,The Monster at the End of This Book,The Monster at the End of this Book,4.45
999,425193799,9780425193790,Judy Blume,1972,Tales of a Fourth Grade Nothing,"Tales of a Fourth Grade Nothing (Fudge, #1)",4.09
1000,805094598,9780805094600,Leigh Bardugo,2012,Shadow and Bone,"Shadow and Bone (Shadow and Bone, #1)",4.05
1001,770437850,9780770437860,"Herman Koch, Sam Garrett",2009,Het diner,The Dinner,3.22
1002,399256776,9780399256780,Marie Lu,2013,Champion,"Champion (Legend, #3)",4.37
1003,2266079999,9782266079990,Carl Sagan,1985,Contact,Contact,4.11
1004,525423281,9780525423290,Stephanie Perkins,2011,Lola and the Boy Next Door,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",4.0
1005,375703861,9780375703870,Zadie Smith,1999,White Teeth,White Teeth,3.75
1006,62107062,9780062107060,"Chris Kyle, Scott McEwen, Jim DeFelice",2012,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,3.97
1007,1582346186,9781582346180,Chelsea Handler,2004,My Horizontal Life: A Collection of One-Night Stands,My Horizontal Life: A Collection of One-Night Stands,3.79
1008,61974552,9780061974560,Pittacus Lore,2011,The Power of Six,"The Power of Six (Lorien Legacies, #2)",4.17
1009,1594488398,9781594488400,Meg Wolitzer,2013,The Interestings,The Interestings,3.54
1010,836218051,9780836218050,Bill Watterson,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,4.65
1012,1439152802,9781439152800,Kate Morton,2012,The Secret Keeper,The Secret Keeper,4.13
1013,696215322,9780696215320,Better Homes and Gardens,1953,Better Homes & Gardens New Cook Book,Better Homes and Gardens New Cook Book  ,4.14
1014,330491237,9780330491240,Douglas Adams,1984,"So Long, and Thanks for All the Fish","So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",4.08
1015,140282580,9780140282580,"Hermann Hesse, Basil Creighton",1927,Der Steppenwolf: Erzählung,Steppenwolf,4.11
1016,055381706X,9780553817060,Tess Gerritsen,2001,The Surgeon,"The Surgeon (Rizzoli & Isles, #1)",4.1
1017,670026611,9780670026620,Jojo Moyes,2012,The Girl You Left Behind,The Girl You Left Behind,3.95
1018,6480101,9780006480100,Robin Hobb,1996,Royal Assassin,"Royal Assassin (Farseer Trilogy, #2)",4.21
1019,345347951,9780345347950,Arthur C. Clarke,1953,Childhood's End,Childhood's End,4.09
1020,763625299,9780763625290,"Kate DiCamillo, Timothy Basil Ering",2004, The Tale of Despereaux,The Tale of Despereaux,4.0
1021,60852550,9780060852560,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007,"Animal, Vegetable, Miracle: A Year of Food Life","Animal, Vegetable, Miracle: A Year of Food Life",4.03
1022,1619630656,9781619630660,Sarah J. Maas,2014,Heir of Fire,"Heir of Fire (Throne of Glass, #3)",4.53
1024,385342306,9780385342310,Alan Bradley,2009,The Sweetness at the Bottom of the Pie,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",3.81
1025,785263705,9780785263710,Donald Miller,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,3.92
1026,385340397,9780385340400,Diana Gabaldon,2005,A Breath of Snow and Ashes,"A Breath of Snow and Ashes (Outlander, #6)",4.43
1027,1484724917,9781423146740,Rick Riordan,2014,The Blood of Olympus,"The Blood of Olympus (The Heroes of Olympus, #5)",4.41
1028,1250069793,9781250069800,Liane Moriarty,2016,Truly Madly Guilty,Truly Madly Guilty,3.55
1029,1607066017,9781607066020,"Brian K. Vaughan, Fiona Staples",2012,"Saga, Volume One","Saga, Vol. 1 (Saga, #1)",4.25
1030,316126691,9780316126690,Chad Harbach,2011,The Art of Fielding,The Art of Fielding,3.99
1031,99285045,9780099285040,Ernest Hemingway,1964,A Moveable Feast,A Moveable Feast,4.04
1032,1590385810,9781590385810,Brandon Mull,2006,Fablehaven,"Fablehaven (Fablehaven, #1)",4.08
1033,64407683,9780064407690,"Lemony Snicket, Brett Helquist",2000,The Wide Window,"The Wide Window (A Series of Unfortunate Events, #3)",3.91
1034,451458443,9780451458440,Jim Butcher,2001,Grave Peril,"Grave Peril (The Dresden Files, #3)",4.18
1035,743264738,9780743264730,Walter Isaacson,2007,Einstein. His Life and Universe,Einstein: His Life and Universe,4.08
1036,1476717486,9781476717490,S.C. Stephens,2011,Effortless,"Effortless (Thoughtless, #2)",4.37
1037,385339097,9780385339090,John Grisham,1998,The Street Lawyer,The Street Lawyer,3.81
1038,014034893X,9780140348930,Mildred D. Taylor,1976,"Roll of Thunder, Hear My Cry","Roll of Thunder, Hear My Cry (Logans, #4)",3.79
1039,1594743347,9781594743340,"Seth Grahame-Smith, Jane Austen",2009,Pride and Prejudice and Zombies,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",3.28
1040,316154695,9780316154700,David Sedaris,2013,Lets Explore Diabetes with Owls,Let's Explore Diabetes with Owls,3.8
1041,679642420,9780679642430,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868,Идиот,The Idiot,4.18
1042,671746723,9780671746730,Douglas Adams,1987,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),3.97
1043,810994739,9780810994740,Jeff Kinney,2008,Rodrick Rules,"Rodrick Rules (Diary of a Wimpy Kid, #2)",4.1
1044,804138141,9780804138150,Mindy Kaling,2015,Why Not Me?,Why Not Me?,3.89
1045,62285688,9780062285680,Veronica Roth,2014,Four: A Divergent Collection,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",4.1
1046,1594206279,9781594206280,"Aziz Ansari, Eric Klinenberg",2015,Modern Romance,Modern Romance,3.85
1047,61992259,9780061992250,"Katherine Applegate, Patricia Castelao",2012,The One and Only Ivan,The One and Only Ivan,4.24
1048,393050327,9780393050320,Sebastian Junger,1997,The Perfect Storm: A True Story of Men Against the Sea,The Perfect Storm: A True Story of Men Against the Sea,4.07
1049,765350378,9780765350370,Brandon Sanderson,2005,Elantris,"Elantris (Elantris, #1)",4.17
1050,1406310255,9781406310250,Patrick Ness,2008,The Knife of Never Letting Go,"The Knife of Never Letting Go (Chaos Walking, #1)",3.96
1051,312199430,9780312199430,Jim Fergus,1998,One Thousand White Women: The Journals of May Dodd,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),3.88
1052,743296419,9780743296410,Jodi Picoult,2009,Handle with Care,Handle with Care,3.96
1053,1416521496,9781416521500,"Stephen King, Darrel Anderson",2004,Song of Susannah,"Song of Susannah (The Dark Tower, #6)",3.98
1054,525423664,9780525423670,Ally Condie,2012,Reached,"Reached (Matched, #3)",3.56
1055,99578514,9780099578510,Salman Rushdie,1981,Midnight's Children,Midnight's Children,3.99
1056,1400049628,9781400049620,Max Brooks,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,The Zombie Survival Guide: Complete Protection from the Living Dead,3.86
1057,440234743,9780440234750,John Grisham,1999,The Testament,The Testament,3.83
1058,1579126251,9781579126250,Agatha Christie,1930,Murder at the Vicarage,"Murder at the Vicarage (Miss Marple, #1)",4.03
1059,1416924981,9781416924980,Margaret Peterson Haddix,1998,Among the Hidden ,"Among the Hidden (Shadow Children, #1)",3.97
1060,1594201455,9781594201460,Michael Pollan,2007,In Defense of Food: An Eater's Manifesto,In Defense of Food: An Eater's Manifesto,4.07
1061,440995779,9780440995780,Elizabeth George Speare,1958,The Witch of Blackbird Pond,The Witch of Blackbird Pond,3.97
1063,440241898,9780440241900,Sophie Kinsella,2002,Shopaholic Ties the Knot,"Shopaholic Ties the Knot (Shopaholic, #3)",3.77
1064,141439610,9780141439620,"Wilkie Collins, Matthew Sweet",1859,The Woman in White,The Woman in White,3.98
1065,316349933,9780316349930,"Robert Galbraith, J.K. Rowling",2015,Career of Evil,"Career of Evil (Cormoran Strike, #3)",4.21
1066,1416968237,9781416968240,Jenny Han,2009,The Summer I Turned Pretty,"The Summer I Turned Pretty (Summer, #1)",3.96
1067,312966970,9780312966970,Janet Evanovich,1998,Four to Score ,"Four to Score (Stephanie Plum, #4)",4.17
1068,1573225789,9781573225790,James McBride,1996,The Color of Water: A Black Man's Tribute to His White Mother,The Color of Water: A Black Man's Tribute to His White Mother,4.06
1069,60889578,9780060889580,"Steven D. Levitt, Stephen J. Dubner",2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",3.95
1070,385339151,9780385339160,Karen Marie Moning,2006,Darkfever,"Darkfever (Fever, #1)",4.14
1071,312857063,9780312857070,Terry Goodkind,1995,Stone of Tears,"Stone of Tears (Sword of Truth, #2)",4.1
1072,312554168,9780312554160,Emily Giffin,2010,Heart of the Matter,Heart of the Matter,3.73
1073,141439831,9780141439840,"William Makepeace Thackeray, John Carey",1847,Vanity Fair: A Novel Without a Hero,Vanity Fair,3.76
1074,1857988841,9781857988840,Kurt Vonnegut Jr.,1959,The Sirens of Titan,The Sirens of Titan,4.16
1075,2266047426,9782266047420,"Stephen King, Dominique Dill",1992,Dolores Claiborne,Dolores Claiborne,3.81
1076,62414216,9780062414210,Cynthia D'Aprix Sweeney,2016,The Nest,The Nest,3.45
1077,1563899426,9781563899420,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001,"Fables, Volume 1: Legends in Exile","Fables, Vol. 1: Legends in Exile",3.99
1078,142000280,9780142000280,David    Allen,2001,Getting Things Done: How To Achieve Stress-free Productivity,Getting Things Done: The Art of Stress-Free Productivity,3.98
1079,446671002,9780446671000,James Redfield,1993,The Celestine Prophecy,"The Celestine Prophecy (Celestine Prophecy, #1)",3.6
1080,803736991,9780803736990,Huntley Fitzpatrick,2012,My Life Next Door ,My Life Next Door,4.02
1081,525952926,9780525952920,Ken Follett,2012,Winter of the World,Winter of the World (The Century Trilogy #2),4.29
1082,385352107,9780385352110,"Haruki Murakami, Philip Gabriel",2013,"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",Colorless Tsukuru Tazaki and His Years of Pilgrimage,3.82
1083,033041836X,9780330418360,Alice Sebold,1999,Lucky,Lucky,3.77
1084,140679239X,9781406792390,Virginia Woolf,1927,To The Lighthouse ,To the Lighthouse,3.76
1085,8129104598,9788129104600,Chetan Bhagat,2004,Five Point Someone: What Not to Do at IIT,Five Point Someone,3.43
1086,425197549,9780425197550,Laurell K. Hamilton,1993,Guilty Pleasures,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",4.02
1087,375836675,9780375836670,Markus Zusak,2002,The Messenger,I Am the Messenger,4.09
1088,141439653,9780141439660,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874,Far from the Madding Crowd,Far from the Madding Crowd,3.92
1089,60855908,9780060855900,Terry Pratchett,1987,Equal Rites,"Equal Rites (Discworld, #3; Witches #1)",4.0
1090,038560310X,9780385603100,Mark Z. Danielewski,2000,House of Leaves,House of Leaves,4.13
1091,380718340,9780380718340,Patricia Cornwell,1993,Cruel & Unusual,"Cruel & Unusual (Kay Scarpetta, #4)",4.11
1092,385537131,9780385537130,John Grisham,2013,Sycamore Row,Sycamore Row,3.98
1093,312650248,9780312650250,"P.C. Cast, Kristin Cast",2011,Awakened,"Awakened (House of Night, #8)",4.02
1094,1583485090,9781583485100,Willa Cather,1918,My Ántonia,My Ántonia,3.76
1096,713998946,9780713998950,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004,America (The Book): A Citizen's Guide to Democracy Inaction,America (The Book): A Citizen's Guide to Democracy Inaction,4.02
